epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,-2.8715603351593018,0.6772845983505249,-4.564120292663574,0.6764692664146423
1,-4.1075520515441895,0.7397224307060242,-4.796490669250488,0.7191094160079956
2,-4.034384727478027,0.7533571124076843,-4.199009895324707,0.7261500358581543
3,-3.5914440155029297,0.7615557312965393,-3.551603317260742,0.7375034093856812
4,-3.1098854541778564,0.7680100798606873,-3.098207712173462,0.7224259972572327
5,-2.7054243087768555,0.7745816707611084,-2.7109012603759766,0.7457099556922913
6,-2.3802592754364014,0.7815995812416077,-2.132382869720459,0.7574707865715027
7,-1.8852295875549316,0.787433922290802,-1.8008430004119873,0.7625645399093628
8,-1.4140368700027466,0.791296660900116,-1.1126073598861694,0.7608213424682617
9,-0.9827866554260254,0.7930352091789246,-0.7029088139533997,0.7727406620979309
10,-0.581757128238678,0.7952384352684021,-0.28398680686950684,0.7561237812042236
11,-0.28567081689834595,0.7963499426841736,0.12159538269042969,0.7752535343170166
12,0.004639783408492804,0.7972609400749207,0.3467329442501068,0.7673299908638
13,0.2426266223192215,0.7990955710411072,0.5684009790420532,0.7657905220985413
14,0.44686898589134216,0.8003214597702026,0.7116868495941162,0.7679638862609863
15,0.6250888705253601,0.8012705445289612,1.2220947742462158,0.7621683478355408
16,0.7802326679229736,0.8019880056381226,1.0141509771347046,0.7605836391448975
17,0.9385037422180176,0.8031630516052246,1.1785614490509033,0.7883387804031372
18,0.977184534072876,0.8034427165985107,1.1838164329528809,0.7857806086540222
19,1.0481332540512085,0.8041629791259766,1.2079932689666748,0.78741055727005
