epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,-7.686466693878174,0.6431626081466675,-11.587761878967285,0.6455220580101013
1,-8.886624336242676,0.7195048928260803,-9.692112922668457,0.6688739657402039
2,-6.61967134475708,0.7363752126693726,-6.483496189117432,0.6829099655151367
3,-4.082373142242432,0.7449029088020325,-3.7600576877593994,0.7078579068183899
4,-1.7341432571411133,0.7541338801383972,-0.9470862746238708,0.7233201861381531
5,0.3498380184173584,0.7625824809074402,1.1808135509490967,0.734639585018158
6,2.2601735591888428,0.7688857316970825,3.5669403076171875,0.7380580306053162
7,4.126054286956787,0.7719123363494873,5.536932468414307,0.7191320061683655
8,5.836692810058594,0.7746127247810364,7.591494560241699,0.7383183836936951
9,7.380675315856934,0.7759629487991333,9.100464820861816,0.7331680655479431
10,8.831435203552246,0.7764388918876648,10.6851224899292,0.7455514669418335
11,10.224263191223145,0.7777481079101562,12.693367958068848,0.7548447251319885
12,11.346935272216797,0.7789062261581421,13.47333812713623,0.7631531357765198
13,12.329370498657227,0.7795036435127258,15.383322715759277,0.7522072792053223
14,13.304139137268066,0.7803948521614075,16.395187377929688,0.7469664216041565
15,14.22079849243164,0.7810176610946655,17.783428192138672,0.7755252122879028
16,15.069920539855957,0.7811758518218994,18.004087448120117,0.7647265195846558
17,15.836030960083008,0.7818424701690674,18.85639762878418,0.7299873232841492
18,16.48291015625,0.7820388078689575,19.654449462890625,0.756135106086731
19,17.110004425048828,0.781791627407074,20.474828720092773,0.7637190818786621
